Day,Price,Signal,Cash,Shares,PortfolioValue
437,4827.9,-1,78954.69267729187,0.0,78954.69267729187
438,4757.25,1,-15.791728082374902,16.595049406022856,78931.00705871986
439,4793.0,1,-15.791728082374902,16.595049406022856,79524.28007498517
440,4760.55,1,-15.791728082374902,16.595049406022856,78985.77072175973
441,4755.35,-1,78875.8034626959,0.0,78875.8034626959
442,4712.75,1,-15.775949450573535,16.73500980521994,78852.1415100997
443,4819.65,1,-15.775949450573535,16.73500980521994,80641.1140582777
444,4931.3,1,-15.775949450573535,16.73500980521994,82509.57790303051
445,4831.0,1,-15.775949450573535,16.73500980521994,80831.05641956694
446,4907.85,1,-15.775949450573535,16.73500980521994,82117.14192309811
447,4882.05,1,-15.775949450573535,16.73500980521994,81685.37867012343
448,4866.15,1,-15.775949450573535,16.73500980521994,81419.29201422042
449,4863.0,-1,81342.1636551762,0.0,81342.1636551762
450,5008.5,-1,81342.1636551762,0.0,81342.1636551762
451,5034.55,0,81342.1636551762,0.0,81342.1636551762
452,5094.15,1,-16.269246152674896,15.966163357052436,81317.76181917598
453,5220.2,1,-16.269246152674896,15.966163357052436,83330.29671033245
454,5226.1,-1,83399.4665130583,0.0,83399.4665130583
455,5274.2,-1,83399.4665130583,0.0,83399.4665130583
456,5253.65,-1,83399.4665130583,0.0,83399.4665130583
457,5259.9,1,-16.68072729726555,15.854128069747103,83374.44750676551
458,5234.5,1,-16.68072729726555,15.854128069747103,82971.75265379394
459,5212.6,1,-16.68072729726555,15.854128069747103,82624.5472490665
460,5251.1,1,-16.68072729726555,15.854128069747103,83234.93117975176
461,5263.8,1,-16.68072729726555,15.854128069747103,83436.27860623754
462,5264.25,-1,83418.37660496344,0.0,83418.37660496344
463,5281.8,-1,83418.37660496344,0.0,83418.37660496344
464,5278.15,-1,83418.37660496344,0.0,83418.37660496344
465,5277.15,1,-16.68450950476108,15.805886972198419,83393.35192583212
